ra,dec,known_id,tile,label
183.49268,33.2021,1213583+331207,308_246,1.0
184.43307,33.34569,1217442+332045,308_247,0.708333333333333
179.14375,30.282495,115634+301657,309_241,0.291666666666667
179.57368,30.513037,115817+303047,309_241,0.75
179.31499,30.630844,1157155+303753,309_241,0.791666666666667
180.09793,31.168253,1200236+311006,309_242,0.833333333333333
180.33842,30.743809,1201212+304437,309_242,0.958333333333333
180.40941,30.872162,1201382+305220,309_242,0.791666666666667
180.49716,30.9643,1201595+305752,309_242,0.708333333333333
184.0364,32.882782,1216088+325258,309_246,0.666666666666667
186.36626,33.992344,1225277+335932,309_248,0.708333333333333
206.37352,41.641953,134529+413831,309_263,1.0
245.87512,50.99461,1623300+505939,309_282,0.916666666666667
250.9262,51.806293,1643422+514820,309_284,0.0833333333333333
179.65202,30.285122,1158361+301709,310_241,1.0
193.77379,37.18313,1255055+371101,310_254,0.541666666666667
219.19475,44.892815,1436467+445334,310_270,0.875
229.23058,47.694706,1516553+474141,310_275,0.375
183.46956,32.031784,1213527+320155,311_244,0.583333333333333
184.38406,32.533173,121732+323159,311_245,0.958333333333333
185.55197,33.155544,1222124+330921,311_246,0.958333333333333
189.72705,35.20454,1238543+351216,311_250,0.583333333333333
200.3169,38.93674,1321159+385612,311_258,1.0
180.27751,30.176956,120106+301036,312_240,1.0
186.27414,32.84463,1225058+325042,312_246,0.125
190.2959,35.19698,1241111+351148,312_250,0.916666666666667
191.60014,35.427826,1246240+352539,312_251,0.5
200.49123,38.848713,1321578+385056,312_258,0.958333333333333
226.59215,46.341816,1506221+462031,312_273,0.958333333333333
179.82661,29.618727,1159181+293712,313_239,0.416666666666667
181.64023,30.620771,120633+303714,313_241,1.0
183.75703,31.387253,121501+312314,313_243,1.0
192.30186,35.612396,1249122+353645,313_251,0.75
182.44485,30.652678,MATLAS-1194,314_241,0.875
182.26181,30.632364,1209029+303756,314_241,1.0
182.22565,30.414415,MATLAS-1190,314_241,1.0
182.20789,30.49764,MATLAS-1189,314_241,0.958333333333333
183.35417,31.182447,1213249+311057,314_242,0.416666666666667
182.8698,30.77792,121128+304640,314_242,0.958333333333333
189.49483,34.06698,1237585+340405,314_248,0.625
197.86198,37.311764,131126+371842,314_255,1.0
182.64804,30.303925,121035+301813,315_241,1.0
182.70634,30.341127,121049+302028,315_241,0.375
185.78906,31.786068,1223095+314710,315_244,1.0
185.77908,32.012623,1223072+320049,315_244,1.0
182.41588,30.131712,MATLAS-1193,316_240,0.583333333333333
184.36722,30.931389,1217281+305553,316_242,0.791666666666667
189.36537,33.513714,1237276+333048,316_247,0.958333333333333
189.20459,33.611885,dw1236p3336,316_247,0.916666666666667
197.74203,36.802895,1310581+364812,316_254,0.958333333333333
197.7447,36.828323,1310587+364942,316_254,1.0
197.81578,36.986683,131115+365911,316_254,1.0
197.7762,37.17804,1311064+371040,316_254,0.958333333333333
227.77841,46.013584,1511068+460048,316_272,0.75
229.51455688476562,46.503143310546875,1518068+463019,316_273,0.0
183.2758,29.765097,1213061+294550,317_240,0.875
184.75848,31.073175,1219020+310424,317_242,0.958333333333333
185.19502,30.847744,1220468+305052,317_242,0.5
189.25938,33.084038,123702+330501,317_246,1.0
198.50704956054688,37.2431755065918,1314016+371436,317_254,0.0
222.11946,44.425594,1448283+442531,317_269,1.0
238.87672,48.389004,1555304+482321,317_277,1.0
246.65627,49.93834,1626375+495619,317_280,1.0
183.61125,29.76441,121426+294552,318_240,1.0
185.56963,30.889898,122216+305323,318_242,1.0
186.36014,31.279781,122526+311646,318_243,1.0
189.8302764892578,32.85982894897461,dw1239p3251,318_246,0.0
197.79883,36.679497,1311116+364045,318_253,0.875
184.33409,30.166687,1217202+301000,319_240,0.958333333333333
185.06609,30.36015,122015+302136,319_241,0.916666666666667
185.34747,30.611906,1221234+303645,319_241,1.0
185.84311,31.027983,122322+310140,319_242,1.0
185.87923,31.063581,122331+310348,319_242,1.0
187.17137,31.257257,1228414+311527,319_243,1.0
190.24274,32.79162,124058+324724,319_246,0.166666666666667
190.44687,32.857185,dw1241p3251,319_246,0.875
198.53764,36.333504,1314091+362001,319_253,0.125
198.31406,36.458218,1313152+362730,319_253,0.166666666666667
238.55164,48.0991,1554125+480556,319_276,0.416666666666667
238.74315,47.99739,1554583+475953,319_276,0.625
184.63145,30.06118,121831+300340,320_240,0.875
184.53462,29.81778,MATLAS-1271,320_240,0.833333333333333
184.76242,30.189688,1219029+301122,320_240,0.833333333333333
184.87552,29.950586,1219301+295703,320_240,0.958333333333333
184.91136,29.882998,121938+295259,320_240,0.666666666666667
185.55463,30.307589,1222131+301827,320_241,0.833333333333333
185.66338,30.359331,1222393+302134,320_241,1.0
185.91187,30.535398,122338+303207,320_241,0.666666666666667
189.7711,32.50455,1239050+323016,320_245,0.666666666666667
197.63828,36.15063,1310331+360903,320_252,0.708333333333333
201.85051,37.500744,1327245+373004,320_255,0.75
234.881,46.966244,1539314+465800,320_274,0.291666666666667
239.12883,48.04437,1556314+480233,320_276,0.125
238.88002,47.814323,1555311+474851,320_276,0.458333333333333
185.34111,29.901157,1221219+295404,321_240,0.666666666666667
185.11237,29.845535,122026+295043,321_240,1.0
185.55304,30.236605,1222127+301412,321_240,0.541666666666667
186.33101,30.695353,122519+304144,321_241,0.75
187.4209,30.94439,122941+305639,321_242,1.0
188.03596,31.514086,123208+313050,321_243,1.0
190.5264,32.619728,124206+323713,321_245,0.0416666666666667
190.49968,32.57487,NGC4627,321_245,0.625
190.22107,32.28206,1240530+321656,321_245,1.0
237.9286,47.427074,1551429+472538,321_275,0.5
185.9361,29.99795,1223446+295952,322_240,1.0
186.86987,30.712406,122728+304242,322_241,1.0
190.93628,32.534462,1243447+323204,322_245,1.0
190.85303,32.482323,124324+322855,322_245,1.0
190.72089,32.455475,1242530+322721,322_245,0.625
191.90836,33.232624,1247379+331359,322_246,0.875
194.0281,34.23414,1256064+341402,322_248,0.125
200.52722,36.360367,1322065+362138,322_253,1.0
216.38564,42.148804,1425325+420856,322_264,0.875
245.30579,48.96807,1621134+485805,322_278,0.5
185.79071,29.349644,122309+292059,323_239,0.75
185.28583,29.489174,1221085+292921,323_239,1.0
185.33415,29.715466,122120+294255,323_239,0.75
187.24854,30.738688,1228597+304421,323_241,0.625
190.6306,31.969164,1242314+315809,323_244,0.958333333333333
215.3927,41.644444,1421342+413839,323_263,0.625
187.2305,30.039759,1228553+300223,324_240,0.833333333333333
190.99663,32.175117,NGC4656,324_244,0.583333333333333
200.25148,36.10503,1321003+360617,324_252,0.875
201.22717,36.663635,1324545+363949,324_253,0.958333333333333
201.29222,36.52532,1325101+363132,324_253,0.708333333333333
201.38383,36.384964,1325322+362305,324_253,0.166666666666667
187.60826,30.039011,1230260+300221,325_240,1.0
188.32014,30.42194,123316+302518,325_241,1.0
215.44157,40.884068,1421459+405303,325_262,0.875
225.69696,43.947086,1502472+435650,325_268,0.833333333333333
192.21858,31.97035,1248525+315813,326_244,1.0
193.54419,32.725693,1254105+324332,326_245,0.833333333333333
197.81052,34.32897,1311146+341943,326_249,0.375
198.06558,34.316288,1312158+341900,326_249,0.666666666666667
253.35399,49.867813,1653249+495205,326_280,0.833333333333333
237.45903,46.508995,1549501+463033,327_273,0.375
188.7091,29.553762,1234502+293314,328_239,1.0
193.28238,32.139477,1253078+320822,328_244,0.833333333333333
215.85059,40.33739,MATLAS-1864,328_261,1.0
215.52159,40.3402,MATLAS-1856,328_261,1.0
245.04395,48.103374,1620106+480610,328_276,0.75
192.89043,31.711008,1251336+314240,329_243,0.958333333333333
199.85187,34.37401,1319243+342228,329_249,0.416666666666667
211.64381,39.067673,1406345+390403,329_258,0.708333333333333
213.37376,39.369804,1413296+392212,329_259,0.875
214.9316,39.971703,1419436+395819,329_260,0.916666666666667
214.73964,40.188797,MATLAS-1825,329_260,0.916666666666667
214.78018,39.81421,MATLAS-1827,329_260,0.916666666666667
214.80765,39.841812,MATLAS-1828,329_260,0.25
236.61151,45.793106,1546267+454734,329_272,1.0
190.54146,30.230005,1242101+301346,330_240,0.375
215.11081,39.786873,MATLAS-1842,330_260,1.0
215.2139,39.800125,MATLAS-1845,330_260,1.0
215.2208,39.868103,MATLAS-1846,330_260,0.25
215.2284,39.914204,MATLAS-1848,330_260,1.0
215.26122,39.90975,MATLAS-1849,330_260,0.291666666666667
221.78165,41.79287,1447075+414734,330_264,1.0
190.93369,29.934118,1243440+295603,331_240,1.0
191.86696,30.269054,1247281+301608,331_241,0.458333333333333
197.2409,33.20172,1308579+331207,331_246,0.625
214.37724,39.546753,1417304+393250,331_259,1.0
214.38652,39.376205,1417328+392235,331_259,0.416666666666667
201.3627,34.37338,1325270+342227,332_249,0.5
202.45428,34.76899,1329490+344609,332_250,0.458333333333333
215.29933,39.704884,MATLAS-1850,332_259,1.0
214.87956,39.267666,141931+391603,332_259,0.0416666666666667
215.10605,39.64744,MATLAS-1841,332_259,0.875
266.82498,51.498135,1747180+512954,332_283,1.0
193.00774,30.301498,1252024+301808,333_241,0.625
203.15233,34.7855,1332365+344707,333_250,0.708333333333333
215.94464,39.57226,1423467+393420,333_259,0.916666666666667
239.9655,46.199924,1559517+461200,333_272,0.833333333333333
202.49199,34.748386,1329580+344455,334_249,0.666666666666667
202.63474,34.605103,1330324+343619,334_249,0.791666666666667
204.0081,34.873993,1336020+345225,334_250,0.333333333333333
203.65291,34.889824,1334369+345323,334_250,0.708333333333333
259.86832,49.881104,1719283+495253,334_280,1.0
223.35733,41.646675,1453258+413848,335_263,0.666666666666667
223.92102,41.403625,1455410+412413,335_263,0.875
238.72198,45.30293,1554532+451812,335_271,0.125
200.43413,33.117275,1321442+330703,336_246,0.5
200.03857,33.12067,1320091+330714,336_246,0.166666666666667
200.42183,32.86253,1321412+325145,336_246,0.125
204.10835,34.38512,1336260+342307,336_249,0.958333333333333
210.49115,37.03229,1401578+370157,336_254,0.666666666666667
267.29297,51.13751,1749103+510815,336_282,1.0
193.48773,29.249746,1253570+291500,337_239,1.0
197.48326,31.273127,1309560+311623,337_243,0.125
200.85435,32.88115,1323250+325252,337_246,0.708333333333333
202.14961,33.58191,1328359+333456,337_247,0.291666666666667
201.86102,33.60315,1327267+333612,337_247,0.583333333333333
259.18466,49.32921,1716443+491945,337_279,0.5
195.3752,29.855516,1301301+295120,338_240,0.375
198.09264,31.389011,1312222+312320,338_243,0.875
198.32753,31.414528,1313188+312453,338_243,0.958333333333333
206.04393,35.17178,MATLAS-1551,338_250,0.708333333333333
243.2193,46.00681,1612527+460025,338_272,0.875
271.82538,51.46369,1807181+512749,338_283,0.666666666666667
195.74225,30.0036,1302581+300013,339_240,0.916666666666667
199.93645,31.959148,1319446+315734,339_244,0.666666666666667
206.74452,34.7795,1346586+344646,339_250,0.875
224.35808,41.028023,1457259+410142,339_262,0.958333333333333
228.24614,41.84515,1512591+415039,339_264,0.833333333333333
232.02116,43.087387,1528050+430513,339_266,0.375
233.47256,43.5677,1533534+433404,339_267,0.666666666666667
258.3419,49.14124,1713220+490828,339_278,0.625
200.52222,31.983377,1322052+315902,340_244,0.541666666666667
202.7085,32.748764,1330500+324456,340_246,0.958333333333333
203.82373,33.73851,1335177+334419,340_247,0.0833333333333333
207.52899,35.001644,1350067+350006,340_250,0.958333333333333
228.79514,42.059532,151510+420334,340_264,0.708333333333333
234.53568,43.662403,1538085+433945,340_267,0.708333333333333
234.2205,43.564907,1536528+433353,340_267,0.958333333333333
197.97678,30.568665,1311545+303406,341_241,0.375
203.38568,33.097015,1333324+330548,341_246,1.0
209.5504,35.7174,1358121+354304,341_251,0.75
259.925,49.088505,1719421+490520,341_278,0.708333333333333
196.3192,29.397894,1305166+292352,342_239,0.208333333333333
198.59808,30.651308,1314235+303905,342_241,0.291666666666667
204.01903,32.970127,1336045+325812,342_246,0.75
216.91676,37.81521,1427400+374852,342_256,0.791666666666667
217.22617,37.851295,1428542+375105,342_256,0.625
202.22948,32.075962,1328551+320433,343_244,1.0
214.86473,37.004505,MATLAS-1831,343_254,1.0
215.0254,36.912727,MATLAS-1839,343_254,0.958333333333333
214.58078,36.86148,MATLAS-1815,343_254,1.0
214.59738,36.815357,MATLAS-1818,343_254,0.916666666666667
215.00504,36.769444,MATLAS-1838,343_254,1.0
214.43983,36.99962,1417455+370000,343_254,1.0
232.79651,42.608177,1531111+423630,343_265,1.0
213.9222,36.27016,141541+361612,344_253,1.0
213.87698,36.27489,1415304+361630,344_253,0.75
214.00272,36.286304,141600+361710,344_253,1.0
214.07858,36.391834,1416188+362331,344_253,0.666666666666667
214.24309,36.453644,141658+362713,344_253,1.0
214.26279,36.489933,141703+362923,344_253,0.833333333333333
213.9298,36.443764,141542+362632,344_253,0.666666666666667
226.23279,40.591335,1504561+403528,344_261,0.875
250.03548,46.268715,1640084+461608,344_273,0.541666666666667
203.2471,31.806887,1332593+314825,345_244,0.708333333333333
210.88972,35.187424,1403335+351114,345_250,0.0416666666666667
210.39127,34.967255,1401339+345802,345_250,0.833333333333333
214.58403,36.737434,141820+364411,345_253,0.833333333333333
214.38431,36.40832,MATLAS-1808,345_253,0.791666666666667
214.6599,36.261837,MATLAS-1822,345_253,1.0
214.36266,36.274437,141727+361627,345_253,1.0
214.37793,36.295105,1417306+361740,345_253,0.708333333333333
214.46906,36.30569,MATLAS-1810,345_253,0.583333333333333
214.5147,36.341064,141803+362027,345_253,1.0
214.80942,36.35938,141914+362133,345_253,0.833333333333333
214.65302,36.363506,MATLAS-1821,345_253,0.916666666666667
214.5519,36.372128,MATLAS-1814,345_253,1.0
214.7348,36.481995,1418561+362900,345_253,0.958333333333333
214.85199,36.501816,141924+363005,345_253,0.0416666666666667
214.31546,36.50873,141715+363032,345_253,0.958333333333333
214.48386,36.52459,141756+363129,345_253,1.0
214.60333,36.557518,141824+363326,345_253,0.666666666666667
214.76111,36.65361,141902+363912,345_253,1.0
214.5934,36.688984,1418224+364120,345_253,1.0
214.3236,36.692898,MATLAS-1804,345_253,1.0
214.60063,36.424873,141824+362529,345_253,1.0
237.84729,43.30568,1551233+431821,345_267,0.833333333333333
204.22536,32.095512,1336546+320542,346_244,0.541666666666667
206.29642,33.191128,1345111+331130,346_246,1.0
211.0094451904297,35.245182037353516,1404023+351443,346_250,0.0
213.95644,36.22365,141549+361324,346_252,1.0
213.93121,36.221886,141543+361318,346_252,1.0
213.98949,36.236244,MATLAS-1800,346_252,0.916666666666667
213.8145,36.148743,1415154+360856,346_252,0.625
251.3245,46.25657,1645179+461524,346_273,0.458333333333333
208.26584,33.59121,LS-513578-3277,347_247,0.875
210.3976,34.451416,1401354+342705,347_249,0.25
210.52892,34.739582,1402069+344422,347_249,0.375
214.34608,36.199284,141723+361157,347_252,1.0
214.51755,36.18432,MATLAS-1813,347_252,0.625
214.19423,35.953392,MATLAS-1802,347_252,0.25
214.72765,36.189667,1418546+361123,347_252,0.416666666666667
231.5515,41.6649,152612+413951,347_263,0.958333333333333
208.48082,33.384987,LS-513579-159,348_247,0.791666666666667
213.98651,35.327515,1415571+351941,348_251,0.208333333333333
213.61488,35.47155,1414276+352818,348_251,0.125
213.9186,35.63085,1415403+353752,348_251,0.958333333333333
255.16376,47.248665,1700392+471455,348_274,1.0
204.74936,31.270973,1338599+311615,349_243,0.75
227.7466,39.956356,1511009+395729,349_260,0.0833333333333333
236.74146,42.596848,1546579+423550,349_265,0.583333333333333
202.1946,29.997675,1328467+295951,350_240,0.791666666666667
215.2414,35.601654,142057+353606,350_251,1.0
231.73755,41.11148,1526572+410643,350_262,0.708333333333333
206.85628,31.929379,1347255+315545,351_244,0.625
215.44464111328125,35.639976501464844,1421470+353825,351_251,0.0
237.73854,42.675056,1550572+424030,351_265,0.375
233.52924,41.12402,1534071+410727,352_262,0.208333333333333
215.34456,34.87588,1421228+345232,353_250,0.166666666666667
215.52527,35.061176,1422060+350340,353_250,0.0416666666666667
215.343,35.160156,142122+350936,353_250,1.0
215.46786,35.211597,142152+351241,353_250,1.0
230.20671,39.922398,1520494+395523,353_260,0.0833333333333333
216.06609,34.94101,142415+345627,354_250,1.0
216.14981,34.891514,1424360+345329,354_250,0.958333333333333
216.07773,34.930275,142418+345548,354_250,1.0
216.18636,34.886528,142444+345311,354_250,1.0
252.37057,45.48544,1649290+452908,354_271,1.0
210.68478,32.52355,1402448+323125,355_245,0.208333333333333
205.7405,29.825584,1342577+294932,356_240,0.666666666666667
205.51927,29.877626,1342047+295238,356_240,0.958333333333333
205.3486,30.11002,1341238+300635,356_240,0.291666666666667
206.81778,30.313774,1347163+301851,356_241,0.583333333333333
215.89769,34.724926,1423354+344330,356_249,1.0
241.22748,42.531536,1604545+423154,356_265,0.583333333333333
243.18973,42.794773,1612456+424741,356_266,0.583333333333333
209.4281,31.674273,1357427+314028,357_243,0.791666666666667
234.45615,40.26529,1537494+401556,357_261,0.375
243.88803,42.92377,1615332+425525,357_266,0.541666666666667
208.58786,31.201662,1354208+311208,358_242,0.75
238.93652,41.250835,1555448+411504,358_263,1.0
232.62173,39.728374,1530291+394343,359_259,0.666666666666667
234.20267,39.806095,1536485+394821,359_260,0.916666666666667
249.66074,43.939365,1638386+435621,359_268,0.75
268.31052,47.746304,1753143+474445,359_276,0.0833333333333333
216.98233,34.09889,1427556+340556,360_248,0.583333333333333
231.5453,39.07651,1526108+390435,360_258,0.666666666666667
209.41351,30.343843,1357392+302038,361_241,0.541666666666667
216.29277,33.35507,MATLAS-1873,361_247,1.0
216.18726,33.652157,MATLAS-1870,361_247,0.666666666666667
233.88268,39.669155,1535318+394009,361_259,1.0
244.83917,42.250042,1619213+421502,361_265,0.708333333333333
216.10683,32.994873,MATLAS-1869,362_246,1.0
215.8408,32.939686,MATLAS-1863,362_246,0.666666666666667
215.72191,32.761543,MATLAS-1861,362_246,0.666666666666667
216.05383,33.028034,1424130+330142,362_246,0.791666666666667
216.88242,33.34,1427317+332024,362_247,0.333333333333333
209.79648,29.994003,1359111+295938,363_240,0.5
216.59215,33.237965,MATLAS-1879,363_246,1.0
216.63501,33.20553,MATLAS-1880,363_246,1.0
216.40866,32.824326,MATLAS-1875,363_246,0.75
216.19136,32.830334,MATLAS-1871,363_246,1.0
222.93822,35.593987,1451465+353541,363_251,0.333333333333333
258.62778,45.529205,1714308+453144,363_271,0.5
214.58153,31.750566,1418194+314502,364_244,0.958333333333333
217.29057,33.17733,1429097+331038,364_246,0.916666666666667
217.19249,33.138783,1428462+330820,364_246,0.333333333333333
230.7104,38.091457,1522505+380530,364_256,0.458333333333333
221.26413,34.476746,MATLAS-1926,365_249,0.625
221.39761,34.55555,MATLAS-1927,365_249,0.875
221.62798,34.582405,MATLAS-1929,365_249,0.208333333333333
241.66513,41.157917,1606395+410929,365_262,1.0
242.08049,40.969425,1608193+405810,365_262,0.833333333333333
265.0302,46.45866,1740073+462732,365_273,0.583333333333333
221.40123,34.178776,MATLAS-1928,367_248,1.0
221.10959,33.41751,1444262+332503,369_247,1.0
222.58545,33.8514,1450205+335104,369_248,0.625
252.74126,42.826996,1650579+424938,370_266,0.125
229.01958,35.797504,1516047+354751,371_252,0.541666666666667
228.72438,35.57659,1514540+353433,372_251,0.916666666666667
246.38063,40.957508,1625313+405727,372_262,1.0
250.07486,42.092472,1640179+420534,372_264,0.416666666666667
246.9823,41.097797,1627557+410554,373_262,1.0
258.58746,43.55104,1714209+433304,375_267,0.416666666666667
263.06433,44.3141,1732154+441849,375_269,0.958333333333333
217.35654,30.064394,1429255+300352,376_240,0.5
220.3864,31.630772,1441326+313751,376_243,0.625
220.20752,31.30978,1440497+311836,376_243,0.666666666666667
249.33871,41.206333,1637212+411226,376_262,0.708333333333333
268.50122,45.73598,1754004+454409,376_271,0.0833333333333333
217.47357,29.794535,1429536+294741,377_240,0.333333333333333
246.58315,40.096493,1626198+400549,378_260,0.666666666666667
247.31697,39.85978,1629161+395136,379_260,0.833333333333333
247.25136,40.053947,1629003+400314,379_260,0.666666666666667
256.0364,41.839043,1704087+415021,381_264,1.0
262.81015,43.48879,1731144+432920,381_267,1.0
247.2354,39.28274,1628564+391658,382_259,0.25
247.48,39.625828,1629552+393733,382_259,1.0
263.269,43.58797,1733045+433516,382_267,0.833333333333333
224.59421,31.434816,1458226+312605,383_243,0.375
246.25055,39.050003,1625001+390300,383_258,0.75
246.22784,39.066505,1624547+390400,383_258,0.791666666666667
248.49841,39.55639,1633596+393324,383_259,1.0
245.46202,38.35286,1621509+382111,384_257,1.0
243.99802,37.948,1615594+375653,385_256,0.625
247.82314,39.196938,1631175+391148,385_258,0.583333333333333
247.68338,38.978813,1630440+385843,385_258,0.625
244.78473,37.798008,1619083+374753,386_256,0.791666666666667
246.58583,38.575573,1626206+383432,386_257,0.541666666666667
246.5399,38.349133,1626096+382057,386_257,0.708333333333333
242.52466,36.772575,1610058+364621,387_254,0.458333333333333
256.61075,40.872,1706267+405219,387_262,0.875
258.4414,41.47632,1713458+412835,387_263,0.708333333333333
223.89297,29.883726,1455345+295300,388_240,0.458333333333333
251.57631,39.731945,1646183+394355,388_259,0.291666666666667
230.54701,32.619427,1522113+323710,389_245,0.583333333333333
273.00592,44.60948,1812012+443633,389_269,0.25
224.97995,29.983603,1459552+295901,390_240,0.625
233.8943,33.511707,1535347+333043,390_247,0.625
248.30019,37.85971,1633120+375135,391_256,0.541666666666667
259.41388,40.79912,1717393+404757,392_262,1.0
262.64935,41.2642,1730358+411552,393_263,0.541666666666667
264.45248,42.0476,1737486+420252,393_264,0.583333333333333
234.0235,32.286873,1536056+321713,395_245,0.625
238.85019,33.75186,1555241+334505,396_248,0.166666666666667
243.61386,34.857147,1614273+345125,399_250,0.666666666666667
235.70096,31.805998,1542483+314821,400_244,0.5
236.66957,32.138374,1546407+320818,401_244,0.0833333333333333
231.17177,29.62875,1524411+293745,402_239,0.0833333333333333
244.33485,34.695152,1617204+344143,403_249,0.333333333333333
259.10226,39.045692,1716246+390244,403_258,0.958333333333333
267.83624,40.943665,1751207+405637,404_262,1.0
268.49597,40.8577,1753589+405129,405_262,0.333333333333333
257.876,38.038425,1711302+380220,406_256,0.25
253.6977,36.595436,1654473+363542,408_253,1.0
247.92274,33.824932,1631414+334930,411_248,1.0
242.79958,32.083904,1611119+320503,412_244,0.833333333333333
247.64313,32.952946,1630344+325711,415_246,0.666666666666667
256.8277,35.40151,1707187+352405,418_251,0.666666666666667
246.75453,32.13766,1627011+320817,419_244,0.916666666666667
243.13176,29.413313,1612316+292448,423_239,0.0416666666666667
259.55753,34.27573,1718138+341634,428_249,0.416666666666667
270.6252,37.506233,1802299+373021,429_255,0.416666666666667
260.93893,34.757385,1723455+344529,430_249,0.625
264.7965,34.725838,1739111+344335,436_249,0.708333333333333
271.01996,36.482685,1804050+362849,436_253,0.125
257.32935,31.59199,1709190+313530,439_243,0.875
259.05185,31.85089,1716124+315103,439_244,0.625
259.87817,32.21452,1719307+321252,441_244,1.0
268.85333,33.448734,1755249+332656,448_247,1.0
269.10593,33.181576,1756253+331055,451_246,0.958333333333333
263.72357,29.987934,1734535+295917,457_240,0.416666666666667
